"","date","station","sensor","depth","vwcavg"
"5724","2022-09-28","BUECI","BUECI-SC",3,0
"5725","2022-09-29","BUECI","BUECI-SC",3,0
"5726","2022-09-30","BUECI","BUECI-SC",3,0
"5727","2022-10-01","BUECI","BUECI-SC",3,0
"5728","2022-10-02","BUECI","BUECI-SC",3,0
"5729","2022-10-03","BUECI","BUECI-SC",3,0
"5730","2022-10-04","BUECI","BUECI-SC",3,0
"5731","2022-10-05","BUECI","BUECI-SC",3,0
"5732","2022-10-06","BUECI","BUECI-SC",3,0
"5733","2022-10-07","BUECI","BUECI-SC",3,0
"5734","2022-10-08","BUECI","BUECI-SC",3,0
"5735","2022-10-09","BUECI","BUECI-SC",3,0
"5736","2022-10-10","BUECI","BUECI-SC",3,0
"5737","2022-10-11","BUECI","BUECI-SC",3,0
"5738","2022-10-12","BUECI","BUECI-SC",3,0
"5739","2022-10-13","BUECI","BUECI-SC",3,0
"5740","2022-10-14","BUECI","BUECI-SC",3,0
"5741","2022-10-15","BUECI","BUECI-SC",3,0
"5742","2022-10-16","BUECI","BUECI-SC",3,0
"5743","2022-10-17","BUECI","BUECI-SC",3,0
"5744","2022-10-18","BUECI","BUECI-SC",3,0
"5745","2022-10-19","BUECI","BUECI-SC",3,0
"5746","2022-10-20","BUECI","BUECI-SC",3,0
"5747","2022-10-21","BUECI","BUECI-SC",3,0
"5748","2022-10-22","BUECI","BUECI-SC",3,0
"5749","2022-10-23","BUECI","BUECI-SC",3,0
"5750","2022-10-24","BUECI","BUECI-SC",3,0
"5751","2022-10-25","BUECI","BUECI-SC",3,0
"5752","2022-10-26","BUECI","BUECI-SC",3,0
"5753","2022-10-27","BUECI","BUECI-SC",3,0
"5754","2022-10-28","BUECI","BUECI-SC",3,0
"5755","2022-10-29","BUECI","BUECI-SC",3,0
"5756","2022-10-30","BUECI","BUECI-SC",3,0
"5757","2022-10-31","BUECI","BUECI-SC",3,0
"5758","2022-11-01","BUECI","BUECI-SC",3,0
"5759","2022-11-02","BUECI","BUECI-SC",3,0
"5760","2022-11-03","BUECI","BUECI-SC",3,0
"5761","2022-11-04","BUECI","BUECI-SC",3,0
"5762","2022-11-05","BUECI","BUECI-SC",3,0
"5763","2022-11-06","BUECI","BUECI-SC",3,0
"5764","2022-11-07","BUECI","BUECI-SC",3,0
"5765","2022-11-08","BUECI","BUECI-SC",3,0
"5766","2022-11-09","BUECI","BUECI-SC",3,0
"5767","2022-11-10","BUECI","BUECI-SC",3,0
"5768","2022-11-11","BUECI","BUECI-SC",3,0
"5769","2022-11-12","BUECI","BUECI-SC",3,0
"5770","2022-11-13","BUECI","BUECI-SC",3,0
"5771","2022-11-14","BUECI","BUECI-SC",3,0
"5772","2022-11-15","BUECI","BUECI-SC",3,0
"5773","2022-11-16","BUECI","BUECI-SC",3,0
"5774","2022-11-17","BUECI","BUECI-SC",3,0
"5775","2022-11-18","BUECI","BUECI-SC",3,0
"5776","2022-11-19","BUECI","BUECI-SC",3,0
"5777","2022-11-20","BUECI","BUECI-SC",3,0
"5778","2022-11-21","BUECI","BUECI-SC",3,0
"5779","2022-11-22","BUECI","BUECI-SC",3,0
"5780","2022-11-23","BUECI","BUECI-SC",3,0
"5781","2022-11-24","BUECI","BUECI-SC",3,0
"5782","2022-11-25","BUECI","BUECI-SC",3,0
"5783","2022-11-26","BUECI","BUECI-SC",3,0
"5784","2022-11-27","BUECI","BUECI-SC",3,0
"5785","2022-11-28","BUECI","BUECI-SC",3,0
"5786","2022-11-29","BUECI","BUECI-SC",3,0
"5787","2022-11-30","BUECI","BUECI-SC",3,0
"5788","2022-12-01","BUECI","BUECI-SC",3,0
"5789","2022-09-01","SSMH","SSMH-SB",3,0.4223125
"5790","2022-09-02","SSMH","SSMH-SB",3,0.421395833333333
"5791","2022-09-03","SSMH","SSMH-SB",3,0.421666666666667
"5792","2022-09-04","SSMH","SSMH-SB",3,0.423270833333333
"5793","2022-09-05","SSMH","SSMH-SB",3,0.290458333333333
"5794","2022-09-06","SSMH","SSMH-SB",3,0.423041666666667
"5795","2022-09-07","SSMH","SSMH-SB",3,0.405895833333333
"5796","2022-09-08","SSMH","SSMH-SB",3,0.370854166666667
"5797","2022-09-09","SSMH","SSMH-SB",3,0.423791666666667
"5798","2022-09-10","SSMH","SSMH-SB",3,0.423875
"5799","2022-09-11","SSMH","SSMH-SB",3,0.424875
"5800","2022-09-12","SSMH","SSMH-SB",3,0.425708333333333
"5801","2022-09-13","SSMH","SSMH-SB",3,0.426020833333333
"5802","2022-09-14","SSMH","SSMH-SB",3,0.425166666666667
"5803","2022-09-15","SSMH","SSMH-SB",3,0.42475
"5804","2022-09-16","SSMH","SSMH-SB",3,0.424958333333333
"5805","2022-09-17","SSMH","SSMH-SB",3,0.424232704402516
"5806","2022-09-18","SSMH","SSMH-SB",3,0.424600694444444
"5807","2022-09-19","SSMH","SSMH-SB",3,0.428104166666667
"5808","2022-09-20","SSMH","SSMH-SB",3,0.429079861111111
"5809","2022-09-21","SSMH","SSMH-SB",3,0.430388888888889
"5810","2022-09-22","SSMH","SSMH-SB",3,0.430657142857143
"5811","2022-09-23","SSMH","SSMH-SB",3,0.429083333333333
"5812","2022-09-24","SSMH","SSMH-SB",3,0.42825
"5813","2022-09-25","SSMH","SSMH-SB",3,0.428229166666667
"5814","2022-09-26","SSMH","SSMH-SB",3,0.428
"5815","2022-09-27","SSMH","SSMH-SB",3,0.428
"5816","2022-09-28","SSMH","SSMH-SB",3,0.428
"5817","2022-09-29","SSMH","SSMH-SB",3,0.427104166666667
"5818","2022-09-30","SSMH","SSMH-SB",3,0.427
"5819","2022-10-01","SSMH","SSMH-SB",3,0.427
"5820","2022-10-02","SSMH","SSMH-SB",3,0.427
"5821","2022-10-03","SSMH","SSMH-SB",3,0.426520833333333
"5822","2022-10-04","SSMH","SSMH-SB",3,0.425208333333333
"5823","2022-10-05","SSMH","SSMH-SB",3,0.424083333333333
"5824","2022-10-06","SSMH","SSMH-SB",3,0.425
"5825","2022-10-07","SSMH","SSMH-SB",3,0.425
"5826","2022-10-08","SSMH","SSMH-SB",3,0.425354166666667
"5827","2022-10-09","SSMH","SSMH-SB",3,0.422833333333333
"5828","2022-10-10","SSMH","SSMH-SB",3,0.413729166666667
"5829","2022-10-11","SSMH","SSMH-SB",3,0.402979166666667
"5830","2022-10-12","SSMH","SSMH-SB",3,0.398333333333333
"5831","2022-10-13","SSMH","SSMH-SB",3,0.392125
"5832","2022-10-14","SSMH","SSMH-SB",3,0.354458333333333
"5833","2022-10-15","SSMH","SSMH-SB",3,0.31975
"5834","2022-10-16","SSMH","SSMH-SB",3,0.31075
"5835","2022-10-17","SSMH","SSMH-SB",3,0.3046875
"5836","2022-10-18","SSMH","SSMH-SB",3,0.2996875
"5837","2022-10-19","SSMH","SSMH-SB",3,0.293395833333333
"5838","2022-10-20","SSMH","SSMH-SB",3,0.288625
"5839","2022-10-21","SSMH","SSMH-SB",3,0.282479166666667
"5840","2022-10-22","SSMH","SSMH-SB",3,0.276958333333333
"5841","2022-10-23","SSMH","SSMH-SB",3,0.272666666666667
"5842","2022-10-24","SSMH","SSMH-SB",3,0.26825
"5843","2022-10-25","SSMH","SSMH-SB",3,0.2638125
"5844","2022-10-26","SSMH","SSMH-SB",3,0.2579375
"5845","2022-10-27","SSMH","SSMH-SB",3,0.249833333333333
"5846","2022-10-28","SSMH","SSMH-SB",3,0.242541666666667
"5847","2022-10-29","SSMH","SSMH-SB",3,0.2355
"5848","2022-10-30","SSMH","SSMH-SB",3,0.2293125
"5849","2022-10-31","SSMH","SSMH-SB",3,0.224041666666667
"5850","2022-11-01","SSMH","SSMH-SB",3,0.219333333333333
"5851","2022-11-02","SSMH","SSMH-SB",3,0.2145625
"5852","2022-11-03","SSMH","SSMH-SB",3,0.209041666666667
"5853","2022-11-04","SSMH","SSMH-SB",3,0.203229166666667
"5854","2022-11-05","SSMH","SSMH-SB",3,0.1985625
"5855","2022-11-06","SSMH","SSMH-SB",3,0.194895833333333
"5856","2022-11-07","SSMH","SSMH-SB",3,0.189541666666667
"5857","2022-11-08","SSMH","SSMH-SB",3,0.183354166666667
"5858","2022-11-09","SSMH","SSMH-SB",3,0.179
"5859","2022-11-10","SSMH","SSMH-SB",3,0.176458333333333
"5860","2022-11-11","SSMH","SSMH-SB",3,0.174104166666667
"5861","2022-11-12","SSMH","SSMH-SB",3,0.170708333333333
"5862","2022-11-13","SSMH","SSMH-SB",3,0.165854166666667
"5863","2022-11-14","SSMH","SSMH-SB",3,0.160729166666667
"5864","2022-11-15","SSMH","SSMH-SB",3,0.1559375
"5865","2022-11-16","SSMH","SSMH-SB",3,0.1505
"5866","2022-11-17","SSMH","SSMH-SB",3,0.146270833333333
"5867","2022-11-18","SSMH","SSMH-SB",3,0.144354166666667
"5868","2022-11-19","SSMH","SSMH-SB",3,0.147729166666667
"5869","2022-11-20","SSMH","SSMH-SB",3,0.148770833333333
"5870","2022-11-21","SSMH","SSMH-SB",3,0.146041666666667
"5871","2022-11-22","SSMH","SSMH-SB",3,0.1425
"5872","2022-11-23","SSMH","SSMH-SB",3,0.138148936170213
"5873","2022-11-24","SSMH","SSMH-SB",3,0.132979166666667
"5874","2022-11-25","SSMH","SSMH-SB",3,0.1275625
"5875","2022-11-26","SSMH","SSMH-SB",3,0.123333333333333
"5876","2022-11-27","SSMH","SSMH-SB",3,0.1184375
"5877","2022-11-28","SSMH","SSMH-SB",3,0.113395833333333
"5878","2022-11-29","SSMH","SSMH-SB",3,0.107833333333333
"5879","2022-11-30","SSMH","SSMH-SB",3,0.102645833333333
"5880","2022-09-01","TNHA","TNHA-SC",3,0.477729166666667
"5881","2022-09-02","TNHA","TNHA-SC",3,0.477395833333333
"5882","2022-09-03","TNHA","TNHA-SC",3,0.4775625
"5883","2022-09-04","TNHA","TNHA-SC",3,0.477854166666667
"5884","2022-09-05","TNHA","TNHA-SC",3,0.477354166666667
"5885","2022-09-06","TNHA","TNHA-SC",3,0.477479166666667
"5886","2022-09-07","TNHA","TNHA-SC",3,0.477375
"5887","2022-09-08","TNHA","TNHA-SC",3,0.477291666666667
"5888","2022-09-09","TNHA","TNHA-SC",3,0.477
"5889","2022-09-10","TNHA","TNHA-SC",3,0.477020833333333
"5890","2022-09-11","TNHA","TNHA-SC",3,0.476729166666667
"5891","2022-09-12","TNHA","TNHA-SC",3,0.477
"5892","2022-09-13","TNHA","TNHA-SC",3,0.476729166666667
"5893","2022-09-14","TNHA","TNHA-SC",3,0.476875
"5894","2022-09-15","TNHA","TNHA-SC",3,0.475791666666667
"5895","2022-09-16","TNHA","TNHA-SC",3,0.475916666666667
"5896","2022-09-17","TNHA","TNHA-SC",3,0.474105590062112
"5897","2022-09-18","TNHA","TNHA-SC",3,0.473413194444444
"5898","2022-09-19","TNHA","TNHA-SC",3,0.4740625
"5899","2022-09-20","TNHA","TNHA-SC",3,0.474375
"5900","2022-09-21","TNHA","TNHA-SC",3,0.474895833333333
"5901","2022-09-22","TNHA","TNHA-SC",3,0.476205882352941
"5902","2022-09-23","TNHA","TNHA-SC",3,0.472166666666667
"5903","2022-09-24","TNHA","TNHA-SC",3,0.471791666666667
"5904","2022-09-25","TNHA","TNHA-SC",3,0.457833333333333
"5905","2022-09-26","TNHA","TNHA-SC",3,0.3105625
"5906","2022-09-27","TNHA","TNHA-SC",3,0.253791666666667
"5907","2022-09-28","TNHA","TNHA-SC",3,0.226916666666667
"5908","2022-09-29","TNHA","TNHA-SC",3,0.207458333333333
"5909","2022-09-30","TNHA","TNHA-SC",3,0.197208333333333
"5910","2022-10-01","TNHA","TNHA-SC",3,0.18975
"5911","2022-10-02","TNHA","TNHA-SC",3,0.179875
"5912","2022-10-03","TNHA","TNHA-SC",3,0.1685
"5913","2022-10-04","TNHA","TNHA-SC",3,0.157208333333333
"5914","2022-10-05","TNHA","TNHA-SC",3,0.146333333333333
"5915","2022-10-06","TNHA","TNHA-SC",3,0.140791666666667
"5916","2022-10-07","TNHA","TNHA-SC",3,0.136979166666667
"5917","2022-10-08","TNHA","TNHA-SC",3,0.133333333333333
"5918","2022-10-09","TNHA","TNHA-SC",3,0.129333333333333
"5919","2022-10-10","TNHA","TNHA-SC",3,0.124875
"5920","2022-10-11","TNHA","TNHA-SC",3,0.120958333333333
"5921","2022-10-12","TNHA","TNHA-SC",3,0.118083333333333
"5922","2022-10-13","TNHA","TNHA-SC",3,0.115833333333333
"5923","2022-10-14","TNHA","TNHA-SC",3,0.113416666666667
"5924","2022-10-15","TNHA","TNHA-SC",3,0.110979166666667
"5925","2022-10-16","TNHA","TNHA-SC",3,0.108166666666667
"5926","2022-10-17","TNHA","TNHA-SC",3,0.1058125
"5927","2022-10-18","TNHA","TNHA-SC",3,0.103520833333333
"5928","2022-10-19","TNHA","TNHA-SC",3,0.101020833333333
"5929","2022-10-20","TNHA","TNHA-SC",3,0.0982083333333333
"5930","2022-10-21","TNHA","TNHA-SC",3,0.0957291666666667
"5931","2022-10-22","TNHA","TNHA-SC",3,0.0930625
"5932","2022-10-23","TNHA","TNHA-SC",3,0.0903333333333333
"5933","2022-10-24","TNHA","TNHA-SC",3,0.0878333333333333
"5934","2022-10-25","TNHA","TNHA-SC",3,0.0846875
"5935","2022-10-26","TNHA","TNHA-SC",3,0.0818125
"5936","2022-10-27","TNHA","TNHA-SC",3,0.0773125
"5937","2022-10-28","TNHA","TNHA-SC",3,0.072875
"5938","2022-10-29","TNHA","TNHA-SC",3,0.0689583333333333
"5939","2022-10-30","TNHA","TNHA-SC",3,0.0659166666666667
"5940","2022-10-31","TNHA","TNHA-SC",3,0.0635208333333333
"5941","2022-11-01","TNHA","TNHA-SC",3,0.0612083333333333
"5942","2022-11-02","TNHA","TNHA-SC",3,0.0582708333333333
"5943","2022-11-03","TNHA","TNHA-SC",3,0.0552916666666667
"5944","2022-11-04","TNHA","TNHA-SC",3,0.0530416666666667
"5945","2022-11-05","TNHA","TNHA-SC",3,0.051125
"5946","2022-11-06","TNHA","TNHA-SC",3,0.0492083333333333
"5947","2022-11-07","TNHA","TNHA-SC",3,0.0473958333333333
"5948","2022-11-08","TNHA","TNHA-SC",3,0.047
"5949","2022-11-09","TNHA","TNHA-SC",3,0.047
"5950","2022-11-10","TNHA","TNHA-SC",3,0.0469375
"5951","2022-11-11","TNHA","TNHA-SC",3,0.0460208333333333
"5952","2022-11-12","TNHA","TNHA-SC",3,0.0454375
"5953","2022-11-13","TNHA","TNHA-SC",3,0.0442916666666667
"5954","2022-11-14","TNHA","TNHA-SC",3,0.0437708333333333
"5955","2022-11-15","TNHA","TNHA-SC",3,0.0427083333333333
"5956","2022-11-16","TNHA","TNHA-SC",3,0.042
"5957","2022-11-17","TNHA","TNHA-SC",3,0.042
"5958","2022-11-18","TNHA","TNHA-SC",3,0.043625
"5959","2022-11-19","TNHA","TNHA-SC",3,0.0460416666666667
"5960","2022-11-20","TNHA","TNHA-SC",3,0.046
"5961","2022-11-21","TNHA","TNHA-SC",3,0.0452916666666667
"5962","2022-11-22","TNHA","TNHA-SC",3,0.0444791666666667
"5963","2022-11-23","TNHA","TNHA-SC",3,0.0433333333333333
"5964","2022-11-24","TNHA","TNHA-SC",3,0.0417291666666667
"5965","2022-11-25","TNHA","TNHA-SC",3,0.041
"5966","2022-11-26","TNHA","TNHA-SC",3,0.03975
"5967","2022-11-27","TNHA","TNHA-SC",3,0.0383958333333333
"5968","2022-11-28","TNHA","TNHA-SC",3,0.0364166666666667
"5969","2022-11-29","TNHA","TNHA-SC",3,0.0341875
"5970","2022-11-30","TNHA","TNHA-SC",3,0.0330208333333333
"5971","2022-12-01","TNHA","TNHA-SC",3,0.034
"5972","2022-09-01","BEO","BEO-BASE",3,0.128760416666667
"5973","2022-09-02","BEO","BEO-BASE",3,0.12703125
"5974","2022-09-03","BEO","BEO-BASE",3,0.127020833333333
"5975","2022-09-04","BEO","BEO-BASE",3,0.116604166666667
"5976","2022-09-05","BEO","BEO-BASE",3,0.06596875
"5977","2022-09-06","BEO","BEO-BASE",3,0.122958333333333
"5978","2022-09-07","BEO","BEO-BASE",3,0.0772395833333333
"5979","2022-09-08","BEO","BEO-BASE",3,0.0909583333333333
"5980","2022-09-09","BEO","BEO-BASE",3,0.121895833333333
"5981","2022-09-10","BEO","BEO-BASE",3,0.120635416666667
"5982","2022-09-11","BEO","BEO-BASE",3,0.12025
"5983","2022-09-12","BEO","BEO-BASE",3,0.120260416666667
"5984","2022-09-13","BEO","BEO-BASE",3,0.120229166666667
"5985","2022-09-14","BEO","BEO-BASE",3,0.12190625
"5986","2022-09-15","BEO","BEO-BASE",3,0.122947916666667
"5987","2022-09-16","BEO","BEO-BASE",3,0.122041666666667
"5988","2022-09-17","BEO","BEO-BASE",3,0.1217
"5989","2022-09-18","BEO","BEO-BASE",3,0.1215
"5990","2022-09-19","BEO","BEO-BASE",3,0.123105902777778
"5991","2022-09-20","BEO","BEO-BASE",3,0.12190625
"5992","2022-09-21","BEO","BEO-BASE",3,0.122567708333333
"5993","2022-09-22","BEO","BEO-BASE",3,0.122205479452055
"5994","2022-09-23","BEO","BEO-BASE",3,0.12053125
"5995","2022-09-24","BEO","BEO-BASE",3,0.116677083333333
"5996","2022-09-25","BEO","BEO-BASE",3,0.0438571428571429
"5997","2022-09-26","BEO","BEO-BASE",3,0.0435416666666667
"5998","2022-09-27","BEO","BEO-BASE",3,0.0429375
"5999","2022-09-28","BEO","BEO-BASE",3,0.0421875
"6000","2022-09-29","BEO","BEO-BASE",3,0.042
"6001","2022-09-30","BEO","BEO-BASE",3,0.0420208333333333
"6002","2022-10-01","BEO","BEO-BASE",3,0.0416041666666667
"6003","2022-10-02","BEO","BEO-BASE",3,0.041
"6004","2022-10-03","BEO","BEO-BASE",3,0.0402083333333333
"6005","2022-10-04","BEO","BEO-BASE",3,0.0389166666666667
"6006","2022-10-05","BEO","BEO-BASE",3,0.0406666666666667
"6007","2022-10-06","BEO","BEO-BASE",3,0.0410208333333333
"6008","2022-10-07","BEO","BEO-BASE",3,0.0410625
"6009","2022-10-08","BEO","BEO-BASE",3,0.041
"6010","2022-10-09","BEO","BEO-BASE",3,0.0404791666666667
"6011","2022-10-10","BEO","BEO-BASE",3,0.0402291666666667
"6012","2022-10-11","BEO","BEO-BASE",3,0.041
"6013","2022-10-12","BEO","BEO-BASE",3,0.041
"6014","2022-10-13","BEO","BEO-BASE",3,0.041
"6015","2022-10-14","BEO","BEO-BASE",3,0.0405833333333333
"6016","2022-10-15","BEO","BEO-BASE",3,0.0401875
"6017","2022-10-16","BEO","BEO-BASE",3,0.0396041666666667
"6018","2022-10-17","BEO","BEO-BASE",3,0.041
"6019","2022-10-18","BEO","BEO-BASE",3,0.041
"6020","2022-10-19","BEO","BEO-BASE",3,0.0405416666666667
"6021","2022-10-20","BEO","BEO-BASE",3,0.0408958333333333
"6022","2022-10-21","BEO","BEO-BASE",3,0.041
"6023","2022-10-22","BEO","BEO-BASE",3,0.041
"6024","2022-10-23","BEO","BEO-BASE",3,0.0393333333333333
"6025","2022-10-24","BEO","BEO-BASE",3,0.0355833333333333
"6026","2022-10-25","BEO","BEO-BASE",3,0.0308541666666667
"6027","2022-10-26","BEO","BEO-BASE",3,0.0279583333333333
"6028","2022-10-27","BEO","BEO-BASE",3,0.0267708333333333
"6029","2022-10-28","BEO","BEO-BASE",3,0.0251041666666667
"6030","2022-10-29","BEO","BEO-BASE",3,0.022375
"6031","2022-10-30","BEO","BEO-BASE",3,0.0204166666666667
"6032","2022-10-31","BEO","BEO-BASE",3,0.0152708333333333
"6033","2022-11-01","BEO","BEO-BASE",3,0.00410416666666667
"6034","2022-11-02","BEO","BEO-BASE",3,0.000104166666666667
"6035","2022-11-03","BEO","BEO-BASE",3,0.000541666666666667
"6036","2022-11-04","BEO","BEO-BASE",3,5e-04
"6037","2022-11-05","BEO","BEO-BASE",3,0
"6038","2022-11-06","BEO","BEO-BASE",3,0
"6039","2022-11-07","BEO","BEO-BASE",3,0
"6040","2022-11-08","BEO","BEO-BASE",3,0
"6041","2022-11-09","BEO","BEO-BASE",3,0
"6042","2022-11-10","BEO","BEO-BASE",3,0
"6043","2022-11-11","BEO","BEO-BASE",3,0
"6044","2022-11-12","BEO","BEO-BASE",3,0
"6045","2022-11-13","BEO","BEO-BASE",3,0
"6046","2022-11-14","BEO","BEO-BASE",3,0
"6047","2022-11-15","BEO","BEO-BASE",3,0
"6048","2022-11-16","BEO","BEO-BASE",3,0
"6049","2022-11-17","BEO","BEO-BASE",3,0
"6050","2022-11-18","BEO","BEO-BASE",3,0
"6051","2022-11-19","BEO","BEO-BASE",3,0
"6052","2022-11-20","BEO","BEO-BASE",3,0
"6053","2022-11-21","BEO","BEO-BASE",3,0
"6054","2022-11-22","BEO","BEO-BASE",3,0
"6055","2022-11-23","BEO","BEO-BASE",3,0
"6056","2022-11-24","BEO","BEO-BASE",3,0
"6057","2022-11-25","BEO","BEO-BASE",3,0
"6058","2022-11-26","BEO","BEO-BASE",3,0
"6059","2022-11-27","BEO","BEO-BASE",3,0
"6060","2022-11-28","BEO","BEO-BASE",3,0
"6061","2022-11-29","BEO","BEO-BASE",3,0
"6062","2022-11-30","BEO","BEO-BASE",3,0
"6063","2022-12-01","BEO","BEO-BASE",3,0
"6064","2022-09-01","SSMH","SSMH-SD",3,0.3901875
"6065","2022-09-02","SSMH","SSMH-SD",3,0.3894375
"6066","2022-09-03","SSMH","SSMH-SD",3,0.390145833333333
"6067","2022-09-04","SSMH","SSMH-SD",3,0.390916666666667
"6068","2022-09-05","SSMH","SSMH-SD",3,0.392270833333333
"6069","2022-09-06","SSMH","SSMH-SD",3,0.392375
"6070","2022-09-07","SSMH","SSMH-SD",3,0.31125
"6071","2022-09-08","SSMH","SSMH-SD",3,0.303854166666667
"6072","2022-09-09","SSMH","SSMH-SD",3,0.287104166666667
"6073","2022-09-10","SSMH","SSMH-SD",3,0.229
"6074","2022-09-11","SSMH","SSMH-SD",3,0.393270833333333
"6075","2022-09-12","SSMH","SSMH-SD",3,0.394
"6076","2022-09-13","SSMH","SSMH-SD",3,0.395458333333333
"6077","2022-09-14","SSMH","SSMH-SD",3,0.398854166666667
"6078","2022-09-15","SSMH","SSMH-SD",3,0.398854166666667
"6079","2022-09-16","SSMH","SSMH-SD",3,0.395854166666667
"6080","2022-09-17","SSMH","SSMH-SD",3,0.391949367088608
"6081","2022-09-18","SSMH","SSMH-SD",3,0.392097222222222
"6082","2022-09-19","SSMH","SSMH-SD",3,0.394315972222222
"6083","2022-09-20","SSMH","SSMH-SD",3,0.394559027777778
"6084","2022-09-21","SSMH","SSMH-SD",3,0.385194444444444
"6085","2022-09-22","SSMH","SSMH-SD",3,0.386271428571429
"6086","2022-09-23","SSMH","SSMH-SD",3,0.378104166666667
"6087","2022-09-24","SSMH","SSMH-SD",3,0.406645833333333
"6088","2022-09-25","SSMH","SSMH-SD",3,0.3939375
"6089","2022-09-26","SSMH","SSMH-SD",3,0.353354166666667
"6090","2022-09-27","SSMH","SSMH-SD",3,0.32825
"6091","2022-09-28","SSMH","SSMH-SD",3,0.322083333333333
"6092","2022-09-29","SSMH","SSMH-SD",3,0.3126875
"6093","2022-09-30","SSMH","SSMH-SD",3,0.310604166666667
"6094","2022-10-01","SSMH","SSMH-SD",3,0.310020833333333
"6095","2022-10-02","SSMH","SSMH-SD",3,0.303020833333333
"6096","2022-10-03","SSMH","SSMH-SD",3,0.291833333333333
"6097","2022-10-04","SSMH","SSMH-SD",3,0.270333333333333
"6098","2022-10-05","SSMH","SSMH-SD",3,0.255875
"6099","2022-10-06","SSMH","SSMH-SD",3,0.266520833333333
"6100","2022-10-07","SSMH","SSMH-SD",3,0.2808125
"6101","2022-10-08","SSMH","SSMH-SD",3,0.283833333333333
"6102","2022-10-09","SSMH","SSMH-SD",3,0.2835625
"6103","2022-10-10","SSMH","SSMH-SD",3,0.276875
"6104","2022-10-11","SSMH","SSMH-SD",3,0.271708333333333
"6105","2022-10-12","SSMH","SSMH-SD",3,0.264520833333333
"6106","2022-10-13","SSMH","SSMH-SD",3,0.253645833333333
"6107","2022-10-14","SSMH","SSMH-SD",3,0.2456875
"6108","2022-10-15","SSMH","SSMH-SD",3,0.240958333333333
"6109","2022-10-16","SSMH","SSMH-SD",3,0.233645833333333
"6110","2022-10-17","SSMH","SSMH-SD",3,0.225958333333333
"6111","2022-10-18","SSMH","SSMH-SD",3,0.2210625
"6112","2022-10-19","SSMH","SSMH-SD",3,0.215625
"6113","2022-10-20","SSMH","SSMH-SD",3,0.209979166666667
"6114","2022-10-21","SSMH","SSMH-SD",3,0.205729166666667
"6115","2022-10-22","SSMH","SSMH-SD",3,0.201208333333333
"6116","2022-10-23","SSMH","SSMH-SD",3,0.1955625
"6117","2022-10-24","SSMH","SSMH-SD",3,0.187395833333333
"6118","2022-10-25","SSMH","SSMH-SD",3,0.176125
"6119","2022-10-26","SSMH","SSMH-SD",3,0.163458333333333
"6120","2022-10-27","SSMH","SSMH-SD",3,0.151104166666667
"6121","2022-10-28","SSMH","SSMH-SD",3,0.141229166666667
"6122","2022-10-29","SSMH","SSMH-SD",3,0.1308125
"6123","2022-10-30","SSMH","SSMH-SD",3,0.1205
"6124","2022-10-31","SSMH","SSMH-SD",3,0.1105625
"6125","2022-11-01","SSMH","SSMH-SD",3,0.0943958333333333
"6126","2022-11-02","SSMH","SSMH-SD",3,0.0833958333333333
"6127","2022-11-03","SSMH","SSMH-SD",3,0.0792291666666667
"6128","2022-11-04","SSMH","SSMH-SD",3,0.0732916666666667
"6129","2022-11-05","SSMH","SSMH-SD",3,0.0685
"6130","2022-11-06","SSMH","SSMH-SD",3,0.0639375
"6131","2022-11-07","SSMH","SSMH-SD",3,0.0603541666666667
"6132","2022-11-08","SSMH","SSMH-SD",3,0.0602083333333333
"6133","2022-11-09","SSMH","SSMH-SD",3,0.061
"6134","2022-11-10","SSMH","SSMH-SD",3,0.061
"6135","2022-11-11","SSMH","SSMH-SD",3,0.0605
"6136","2022-11-12","SSMH","SSMH-SD",3,0.0589375
"6137","2022-11-13","SSMH","SSMH-SD",3,0.05725
"6138","2022-11-14","SSMH","SSMH-SD",3,0.0565416666666667
"6139","2022-11-15","SSMH","SSMH-SD",3,0.0546458333333333
"6140","2022-11-16","SSMH","SSMH-SD",3,0.054
"6141","2022-11-17","SSMH","SSMH-SD",3,0.0543333333333333
"6142","2022-11-18","SSMH","SSMH-SD",3,0.0566458333333333
"6143","2022-11-19","SSMH","SSMH-SD",3,0.059
"6144","2022-11-20","SSMH","SSMH-SD",3,0.059
"6145","2022-11-21","SSMH","SSMH-SD",3,0.0580625
"6146","2022-11-22","SSMH","SSMH-SD",3,0.056875
"6147","2022-11-23","SSMH","SSMH-SD",3,0.0547446808510638
"6148","2022-11-24","SSMH","SSMH-SD",3,0.0522291666666667
"6149","2022-11-25","SSMH","SSMH-SD",3,0.0504166666666667
"6150","2022-11-26","SSMH","SSMH-SD",3,0.0484166666666667
"6151","2022-11-27","SSMH","SSMH-SD",3,0.0465416666666667
"6152","2022-11-28","SSMH","SSMH-SD",3,0.04475
"6153","2022-11-29","SSMH","SSMH-SD",3,0.04275
"6154","2022-11-30","SSMH","SSMH-SD",3,0.042
"6155","2022-09-24","BUECI","BUECI-SF01",3,0.437
"6156","2022-09-25","BUECI","BUECI-SF01",3,0.436895833333333
"6157","2022-09-26","BUECI","BUECI-SF01",3,0.435895833333333
"6158","2022-09-27","BUECI","BUECI-SF01",3,0.4343125
"6159","2022-09-28","BUECI","BUECI-SF01",3,0.433
"6160","2022-09-29","BUECI","BUECI-SF01",3,0.431395833333333
"6161","2022-09-30","BUECI","BUECI-SF01",3,0.4300625
