"","date","station","sensor","depth","airavg"
"874","2022-09-08","TNHA","TNHA-BASE","1",1.77908333333333
"875","2022-09-09","TNHA","TNHA-BASE","1",3.0459375
"876","2022-09-10","TNHA","TNHA-BASE","1",1.77997916666667
"877","2022-09-11","TNHA","TNHA-BASE","1",1.6181875
"878","2022-09-12","TNHA","TNHA-BASE","1",1.93597916666667
"879","2022-09-13","TNHA","TNHA-BASE","1",2.0199375
"880","2022-09-14","TNHA","TNHA-BASE","1",1.42260416666667
"881","2022-09-15","TNHA","TNHA-BASE","1",1.72554166666667
"882","2022-09-16","TNHA","TNHA-BASE","1",1.06239583333333
"883","2022-09-17","TNHA","TNHA-BASE","1",1.02635802469136
"884","2022-09-18","TNHA","TNHA-BASE","1",1.32257986111111
"885","2022-09-19","TNHA","TNHA-BASE","1",5.6005625
"886","2022-09-20","TNHA","TNHA-BASE","1",4.46879861111111
"887","2022-09-21","TNHA","TNHA-BASE","1",3.26554166666667
"888","2022-09-22","TNHA","TNHA-BASE","1",2.50820289855072
"889","2022-09-23","TNHA","TNHA-BASE","1",0.392229166666667
"890","2022-09-24","TNHA","TNHA-BASE","1",0.5074375
"891","2022-09-25","TNHA","TNHA-BASE","1",-0.310333333333333
"892","2022-09-26","TNHA","TNHA-BASE","1",-1.6476875
"893","2022-09-27","TNHA","TNHA-BASE","1",-1.253625
"894","2022-09-28","TNHA","TNHA-BASE","1",-1.79554166666667
"895","2022-09-29","TNHA","TNHA-BASE","1",-0.6735
"896","2022-09-30","TNHA","TNHA-BASE","1",-0.296416666666667
"897","2022-10-01","TNHA","TNHA-BASE","1",-1.83760416666667
"898","2022-10-02","TNHA","TNHA-BASE","1",-2.42691666666667
"899","2022-10-03","TNHA","TNHA-BASE","1",-3.44647916666667
"900","2022-10-04","TNHA","TNHA-BASE","1",-4.47475
"901","2022-10-05","TNHA","TNHA-BASE","1",0.8929375
"902","2022-10-06","TNHA","TNHA-BASE","1",2.71025
"903","2022-10-07","TNHA","TNHA-BASE","1",2.17322916666667
"904","2022-10-08","TNHA","TNHA-BASE","1",-0.805916666666667
"905","2022-10-09","TNHA","TNHA-BASE","1",-2.65714583333333
"906","2022-10-10","TNHA","TNHA-BASE","1",-2.50510416666667
"907","2022-10-11","TNHA","TNHA-BASE","1",-0.921479166666667
"908","2022-10-12","TNHA","TNHA-BASE","1",-1.89295833333333
"909","2022-10-13","TNHA","TNHA-BASE","1",-2.24775
"910","2022-10-14","TNHA","TNHA-BASE","1",-2.30183333333333
"911","2022-10-15","TNHA","TNHA-BASE","1",-7.16602083333333
"912","2022-10-16","TNHA","TNHA-BASE","1",-4.43497916666667
"913","2022-10-17","TNHA","TNHA-BASE","1",-1.58954166666667
"914","2022-10-18","TNHA","TNHA-BASE","1",-3.57885416666667
"915","2022-10-19","TNHA","TNHA-BASE","1",-3.26164583333333
"916","2022-10-20","TNHA","TNHA-BASE","1",-2.35325
"917","2022-10-21","TNHA","TNHA-BASE","1",-2.71695833333333
"918","2022-10-22","TNHA","TNHA-BASE","1",-3.16602083333333
"919","2022-10-23","TNHA","TNHA-BASE","1",-4.58964583333333
"920","2022-10-24","TNHA","TNHA-BASE","1",-6.5418125
"921","2022-10-25","TNHA","TNHA-BASE","1",-7.83616666666667
"922","2022-10-26","TNHA","TNHA-BASE","1",-6.29204166666667
"923","2022-10-27","TNHA","TNHA-BASE","1",-5.33322916666667
"924","2022-10-28","TNHA","TNHA-BASE","1",-6.565
"925","2022-10-29","TNHA","TNHA-BASE","1",-5.85458333333333
"926","2022-10-30","TNHA","TNHA-BASE","1",-6.06414583333333
"927","2022-10-31","TNHA","TNHA-BASE","1",-13.6629375
"928","2022-11-01","TNHA","TNHA-BASE","1",-15.4645833333333
"929","2022-11-02","TNHA","TNHA-BASE","1",-12.6584166666667
"930","2022-11-03","TNHA","TNHA-BASE","1",-9.427375
"931","2022-11-04","TNHA","TNHA-BASE","1",-9.00922916666667
"932","2022-11-05","TNHA","TNHA-BASE","1",-10.4243333333333
"933","2022-11-06","TNHA","TNHA-BASE","1",-15.0110416666667
"934","2022-11-07","TNHA","TNHA-BASE","1",-3.70216666666667
"935","2022-11-08","TNHA","TNHA-BASE","1",-2.9635625
"936","2022-11-09","TNHA","TNHA-BASE","1",-3.20489583333333
"937","2022-11-10","TNHA","TNHA-BASE","1",-4.9975625
"938","2022-11-11","TNHA","TNHA-BASE","1",-9.89514583333333
"939","2022-11-12","TNHA","TNHA-BASE","1",-11.7441666666667
"940","2022-11-13","TNHA","TNHA-BASE","1",-5.88095833333333
"941","2022-11-14","TNHA","TNHA-BASE","1",-9.98777083333333
"942","2022-11-15","TNHA","TNHA-BASE","1",-10.0467083333333
"943","2022-11-16","TNHA","TNHA-BASE","1",-4.14502083333333
"944","2022-11-17","TNHA","TNHA-BASE","1",-1.63729166666667
"945","2022-11-18","TNHA","TNHA-BASE","1",0.267020833333333
"946","2022-11-19","TNHA","TNHA-BASE","1",-2.61060416666667
"947","2022-11-20","TNHA","TNHA-BASE","1",-5.67539583333333
"948","2022-11-21","TNHA","TNHA-BASE","1",-6.20620833333333
"949","2022-11-22","TNHA","TNHA-BASE","1",-9.96135416666667
"950","2022-11-23","TNHA","TNHA-BASE","1",-12.6884375
"951","2022-11-24","TNHA","TNHA-BASE","1",-12.7955833333333
"952","2022-11-25","TNHA","TNHA-BASE","1",-12.5936666666667
"953","2022-11-26","TNHA","TNHA-BASE","1",-13.7571666666667
"954","2022-11-27","TNHA","TNHA-BASE","1",-17.2795
"955","2022-11-28","TNHA","TNHA-BASE","1",-24.35025
"956","2022-11-29","TNHA","TNHA-BASE","1",-17.4368333333333
"957","2022-11-30","TNHA","TNHA-BASE","1",-5.85364583333333
"958","2022-12-01","TNHA","TNHA-BASE","1",-2.474
"959","2022-09-01","TNHA","TNHA-SA","1",4.07208333333333
"960","2022-09-02","TNHA","TNHA-SA","1",3.42083333333333
"961","2022-09-03","TNHA","TNHA-SA","1",3.77729166666667
"962","2022-09-04","TNHA","TNHA-SA","1",5.36875
"963","2022-09-05","TNHA","TNHA-SA","1",3.68083333333333
"964","2022-09-06","TNHA","TNHA-SA","1",3.10979166666667
"965","2022-09-07","TNHA","TNHA-SA","1",5.43083333333333
"966","2022-09-08","TNHA","TNHA-SA","1",2.89625
"967","2022-09-09","TNHA","TNHA-SA","1",3.824375
"968","2022-09-10","TNHA","TNHA-SA","1",2.13729166666667
"969","2022-09-11","TNHA","TNHA-SA","1",1.81729166666667
"970","2022-09-12","TNHA","TNHA-SA","1",2.29083333333333
"971","2022-09-13","TNHA","TNHA-SA","1",2.209375
"972","2022-09-14","TNHA","TNHA-SA","1",1.56395833333333
"973","2022-09-15","TNHA","TNHA-SA","1",1.79645833333333
"974","2022-09-16","TNHA","TNHA-SA","1",1.133125
"975","2022-09-17","TNHA","TNHA-SA","1",1.14490683229814
"976","2022-09-18","TNHA","TNHA-SA","1",1.62809027777778
"977","2022-09-19","TNHA","TNHA-SA","1",5.64100694444444
"978","2022-09-20","TNHA","TNHA-SA","1",4.67527777777778
"979","2022-09-21","TNHA","TNHA-SA","1",3.46541666666667
"980","2022-09-22","TNHA","TNHA-SA","1",2.57074626865672
"981","2022-09-23","TNHA","TNHA-SA","1",0.563333333333333
"982","2022-09-24","TNHA","TNHA-SA","1",0.60125
"983","2022-09-25","TNHA","TNHA-SA","1",-0.06875
"984","2022-09-26","TNHA","TNHA-SA","1",-1.34604166666667
"985","2022-09-27","TNHA","TNHA-SA","1",-0.782916666666667
"986","2022-09-28","TNHA","TNHA-SA","1",-1.50854166666667
"987","2022-09-29","TNHA","TNHA-SA","1",-0.523333333333333
"988","2022-09-30","TNHA","TNHA-SA","1",-0.266875
"989","2022-10-01","TNHA","TNHA-SA","1",-1.704375
"990","2022-10-02","TNHA","TNHA-SA","1",-2.203125
"991","2022-10-03","TNHA","TNHA-SA","1",-3.24291666666667
"992","2022-10-04","TNHA","TNHA-SA","1",-4.51375
"993","2022-10-05","TNHA","TNHA-SA","1",0.907291666666666
"994","2022-10-06","TNHA","TNHA-SA","1",2.725
"995","2022-10-07","TNHA","TNHA-SA","1",2.359375
"996","2022-10-08","TNHA","TNHA-SA","1",-0.736458333333334
"997","2022-10-09","TNHA","TNHA-SA","1",-2.748125
"998","2022-10-10","TNHA","TNHA-SA","1",-2.45270833333333
"999","2022-10-11","TNHA","TNHA-SA","1",-0.953333333333333
"1000","2022-10-12","TNHA","TNHA-SA","1",-1.71270833333333
"1001","2022-10-13","TNHA","TNHA-SA","1",-1.86895833333333
"1002","2022-10-14","TNHA","TNHA-SA","1",-2.086875
"1003","2022-10-15","TNHA","TNHA-SA","1",-7.33770833333333
"1004","2022-10-16","TNHA","TNHA-SA","1",-4.2375
"1005","2022-10-17","TNHA","TNHA-SA","1",-1.49979166666667
"1006","2022-10-18","TNHA","TNHA-SA","1",-3.3775
"1007","2022-10-19","TNHA","TNHA-SA","1",-3.48145833333333
"1008","2022-10-20","TNHA","TNHA-SA","1",-2.19354166666667
"1009","2022-10-21","TNHA","TNHA-SA","1",-2.58833333333333
"1010","2022-10-22","TNHA","TNHA-SA","1",-3.09395833333333
"1011","2022-10-23","TNHA","TNHA-SA","1",-4.616875
"1012","2022-10-24","TNHA","TNHA-SA","1",-6.44833333333333
"1013","2022-10-25","TNHA","TNHA-SA","1",-7.75729166666667
"1014","2022-10-26","TNHA","TNHA-SA","1",-6.22270833333333
"1015","2022-10-27","TNHA","TNHA-SA","1",-5.29229166666667
"1016","2022-10-28","TNHA","TNHA-SA","1",-6.448125
"1017","2022-10-29","TNHA","TNHA-SA","1",-5.78625
"1018","2022-10-30","TNHA","TNHA-SA","1",-5.94895833333333
"1019","2022-10-31","TNHA","TNHA-SA","1",-13.5104166666667
"1020","2022-11-01","TNHA","TNHA-SA","1",-15.440625
"1021","2022-11-02","TNHA","TNHA-SA","1",-12.6135416666667
"1022","2022-11-03","TNHA","TNHA-SA","1",-9.39833333333333
"1023","2022-11-04","TNHA","TNHA-SA","1",-8.8925
"1024","2022-11-05","TNHA","TNHA-SA","1",-10.263125
"1025","2022-11-06","TNHA","TNHA-SA","1",-14.9633333333333
"1026","2022-11-07","TNHA","TNHA-SA","1",-3.73270833333333
"1027","2022-11-08","TNHA","TNHA-SA","1",-2.986875
"1028","2022-11-09","TNHA","TNHA-SA","1",-3.279375
"1029","2022-11-10","TNHA","TNHA-SA","1",-4.995625
"1030","2022-11-11","TNHA","TNHA-SA","1",-9.91770833333333
"1031","2022-11-12","TNHA","TNHA-SA","1",-11.6145833333333
"1032","2022-11-13","TNHA","TNHA-SA","1",-5.920625
"1033","2022-11-14","TNHA","TNHA-SA","1",-10.008125
"1034","2022-11-15","TNHA","TNHA-SA","1",-10.084375
"1035","2022-11-16","TNHA","TNHA-SA","1",-4.14666666666667
"1036","2022-11-17","TNHA","TNHA-SA","1",-1.624375
"1037","2022-11-18","TNHA","TNHA-SA","1",0.2575
"1038","2022-11-19","TNHA","TNHA-SA","1",-2.47354166666667
"1039","2022-11-20","TNHA","TNHA-SA","1",-5.70979166666667
"1040","2022-11-21","TNHA","TNHA-SA","1",-6.149375
"1041","2022-11-22","TNHA","TNHA-SA","1",-9.76083333333333
"1042","2022-11-23","TNHA","TNHA-SA","1",-12.4770212765957
"1043","2022-11-24","TNHA","TNHA-SA","1",-12.70875
"1044","2022-11-25","TNHA","TNHA-SA","1",-12.440625
"1045","2022-11-26","TNHA","TNHA-SA","1",-13.5916666666667
"1046","2022-11-27","TNHA","TNHA-SA","1",-17.2291666666667
"1047","2022-11-28","TNHA","TNHA-SA","1",-24.33625
"1048","2022-11-29","TNHA","TNHA-SA","1",-17.4447916666667
"1049","2022-11-30","TNHA","TNHA-SA","1",-5.81541666666667
"1050","2022-12-01","TNHA","TNHA-SA","1",-2.47
"1051","2022-09-01","SSMH","SSMH-BASE","1",3.66825
"1052","2022-09-02","SSMH","SSMH-BASE","1",3.0516875
"1053","2022-09-03","SSMH","SSMH-BASE","1",3.56327083333333
"1054","2022-09-04","SSMH","SSMH-BASE","1",5.027125
"1055","2022-09-05","SSMH","SSMH-BASE","1",3.634875
"1056","2022-09-06","SSMH","SSMH-BASE","1",2.7639375
"1057","2022-09-07","SSMH","SSMH-BASE","1",3.83858333333333
"1058","2022-09-08","SSMH","SSMH-BASE","1",1.4918125
"1059","2022-09-09","SSMH","SSMH-BASE","1",2.87475
"1060","2022-09-10","SSMH","SSMH-BASE","1",1.654875
"1061","2022-09-11","SSMH","SSMH-BASE","1",1.579375
"1062","2022-09-12","SSMH","SSMH-BASE","1",1.86089583333333
"1063","2022-09-13","SSMH","SSMH-BASE","1",1.95029166666667
"1064","2022-09-14","SSMH","SSMH-BASE","1",1.36075
"1065","2022-09-15","SSMH","SSMH-BASE","1",1.7254375
"1066","2022-09-16","SSMH","SSMH-BASE","1",1.01808333333333
"1067","2022-09-17","SSMH","SSMH-BASE","1",0.94806993006993
"1068","2022-09-01","BEO","BEO-BASE","1",3.679875
"1069","2022-09-02","BEO","BEO-BASE","1",2.98472916666667
"1070","2022-09-03","BEO","BEO-BASE","1",3.46277083333333
"1071","2022-09-04","BEO","BEO-BASE","1",4.778625
"1072","2022-09-05","BEO","BEO-BASE","1",2.94047916666667
"1073","2022-09-06","BEO","BEO-BASE","1",2.71389583333333
"1074","2022-09-07","BEO","BEO-BASE","1",3.71525
"1075","2022-09-08","BEO","BEO-BASE","1",1.39441666666667
"1076","2022-09-09","BEO","BEO-BASE","1",2.68972916666667
"1077","2022-09-10","BEO","BEO-BASE","1",1.61954166666667
"1078","2022-09-11","BEO","BEO-BASE","1",1.46358333333333
"1079","2022-09-12","BEO","BEO-BASE","1",1.82608333333333
"1080","2022-09-13","BEO","BEO-BASE","1",1.94310416666667
"1081","2022-09-14","BEO","BEO-BASE","1",1.30814583333333
"1082","2022-09-15","BEO","BEO-BASE","1",1.66035416666667
"1083","2022-09-16","BEO","BEO-BASE","1",1.00341666666667
"1084","2022-09-17","BEO","BEO-BASE","1",0.945462962962963
"1085","2022-09-18","BEO","BEO-BASE","1",1.20442013888889
"1086","2022-09-19","BEO","BEO-BASE","1",5.16421875
"1087","2022-09-20","BEO","BEO-BASE","1",3.11974305555556
"1088","2022-09-21","BEO","BEO-BASE","1",3.03887847222222
"1089","2022-09-22","BEO","BEO-BASE","1",2.39882191780822
"1090","2022-09-23","BEO","BEO-BASE","1",0.1995625
"1091","2022-09-24","BEO","BEO-BASE","1",0.241125
"1092","2022-09-25","BEO","BEO-BASE","1",-0.549354166666667
"1093","2022-09-26","BEO","BEO-BASE","1",-1.77810416666667
"1094","2022-09-27","BEO","BEO-BASE","1",-1.50108333333333
"1095","2022-09-28","BEO","BEO-BASE","1",-1.88677083333333
"1096","2022-09-29","BEO","BEO-BASE","1",-0.83075
"1097","2022-09-30","BEO","BEO-BASE","1",-0.676625
"1098","2022-10-01","BEO","BEO-BASE","1",-2.1436875
"1099","2022-10-02","BEO","BEO-BASE","1",-2.65085416666667
"1100","2022-10-03","BEO","BEO-BASE","1",-3.56554166666667
"1101","2022-10-04","BEO","BEO-BASE","1",-5.202625
"1102","2022-10-05","BEO","BEO-BASE","1",0.276895833333333
"1103","2022-10-06","BEO","BEO-BASE","1",2.42304166666667
"1104","2022-10-07","BEO","BEO-BASE","1",1.92075
"1105","2022-10-08","BEO","BEO-BASE","1",-1.42104166666667
"1106","2022-10-09","BEO","BEO-BASE","1",-3.631125
"1107","2022-10-10","BEO","BEO-BASE","1",-3.55433333333333
"1108","2022-10-11","BEO","BEO-BASE","1",-2.0489375
"1109","2022-10-12","BEO","BEO-BASE","1",-2.53910416666667
"1110","2022-10-13","BEO","BEO-BASE","1",-3.15477083333333
"1111","2022-10-14","BEO","BEO-BASE","1",-3.80310416666667
"1112","2022-10-15","BEO","BEO-BASE","1",-8.73352083333333
"1113","2022-10-16","BEO","BEO-BASE","1",-5.35547916666667
"1114","2022-10-17","BEO","BEO-BASE","1",-1.65441666666667
"1115","2022-10-18","BEO","BEO-BASE","1",-3.66547916666667
"1116","2022-10-19","BEO","BEO-BASE","1",-4.49347916666667
"1117","2022-10-20","BEO","BEO-BASE","1",-2.46839583333333
"1118","2022-10-21","BEO","BEO-BASE","1",-2.74997916666667
"1119","2022-10-22","BEO","BEO-BASE","1",-3.23077083333333
"1120","2022-10-23","BEO","BEO-BASE","1",-4.73841666666667
"1121","2022-10-24","BEO","BEO-BASE","1",-6.73122916666667
"1122","2022-10-25","BEO","BEO-BASE","1",-7.91895833333333
"1123","2022-10-26","BEO","BEO-BASE","1",-6.821125
"1124","2022-10-27","BEO","BEO-BASE","1",-5.55166666666667
"1125","2022-10-28","BEO","BEO-BASE","1",-6.73479166666667
"1126","2022-10-29","BEO","BEO-BASE","1",-5.982375
"1127","2022-10-30","BEO","BEO-BASE","1",-6.11858333333333
"1128","2022-10-31","BEO","BEO-BASE","1",-14.0248125
"1129","2022-11-01","BEO","BEO-BASE","1",-16.6263125
"1130","2022-11-02","BEO","BEO-BASE","1",-14.2183333333333
"1131","2022-11-03","BEO","BEO-BASE","1",-10.2634375
"1132","2022-11-04","BEO","BEO-BASE","1",-9.59989583333333
"1133","2022-11-05","BEO","BEO-BASE","1",-11.2702083333333
"1134","2022-11-06","BEO","BEO-BASE","1",-16.3270208333333
"1135","2022-11-07","BEO","BEO-BASE","1",-4.27320833333333
"1136","2022-11-08","BEO","BEO-BASE","1",-3.00554166666667
"1137","2022-11-09","BEO","BEO-BASE","1",-3.71204166666667
"1138","2022-11-10","BEO","BEO-BASE","1",-6.35191666666667
"1139","2022-11-11","BEO","BEO-BASE","1",-11.1610625
"1140","2022-11-12","BEO","BEO-BASE","1",-13.6701458333333
"1141","2022-11-13","BEO","BEO-BASE","1",-6.78979166666667
"1142","2022-11-14","BEO","BEO-BASE","1",-11.1455
"1143","2022-11-15","BEO","BEO-BASE","1",-10.9846458333333
"1144","2022-11-16","BEO","BEO-BASE","1",-4.38764583333333
"1145","2022-11-17","BEO","BEO-BASE","1",-1.9841875
"1146","2022-11-18","BEO","BEO-BASE","1",0.0352083333333335
"1147","2022-11-19","BEO","BEO-BASE","1",-2.838875
"1148","2022-11-20","BEO","BEO-BASE","1",-6.20664583333333
"1149","2022-11-21","BEO","BEO-BASE","1",-6.51010416666667
"1150","2022-11-22","BEO","BEO-BASE","1",-10.0922708333333
"1151","2022-11-23","BEO","BEO-BASE","1",-12.8219583333333
"1152","2022-11-24","BEO","BEO-BASE","1",-13.020375
"1153","2022-11-25","BEO","BEO-BASE","1",-12.8122291666667
"1154","2022-11-26","BEO","BEO-BASE","1",-14.0132291666667
"1155","2022-11-27","BEO","BEO-BASE","1",-18.7068333333333
"1156","2022-11-28","BEO","BEO-BASE","1",-25.6585625
"1157","2022-11-29","BEO","BEO-BASE","1",-18.7501041666667
"1158","2022-11-30","BEO","BEO-BASE","1",-6.16460416666667
"1159","2022-12-01","BEO","BEO-BASE","1",-2.646
"1160","2022-09-01","SSMH","SSMH-??","1",3.87
"1161","2022-09-02","SSMH","SSMH-??","1",3.02166666666667
"1162","2022-09-03","SSMH","SSMH-??","1",3.6325
"1163","2022-09-04","SSMH","SSMH-??","1",4.85333333333333
"1164","2022-09-05","SSMH","SSMH-??","1",3.525625
"1165","2022-09-06","SSMH","SSMH-??","1",2.960625
"1166","2022-09-07","SSMH","SSMH-??","1",3.84625
"1167","2022-09-08","SSMH","SSMH-??","1",1.76854166666667
"1168","2022-09-09","SSMH","SSMH-??","1",2.69270833333333
"1169","2022-09-10","SSMH","SSMH-??","1",1.83666666666667
"1170","2022-09-11","SSMH","SSMH-??","1",1.714375
"1171","2022-09-12","SSMH","SSMH-??","1",2.03083333333333
"1172","2022-09-13","SSMH","SSMH-??","1",2.07520833333333
"1173","2022-09-14","SSMH","SSMH-??","1",1.444375
"1174","2022-09-15","SSMH","SSMH-??","1",1.77229166666667
"1175","2022-09-16","SSMH","SSMH-??","1",1.11770833333333
"1176","2022-09-17","SSMH","SSMH-??","1",1.10012578616352
"1177","2022-09-18","SSMH","SSMH-??","1",1.11229166666667
"1178","2022-09-19","SSMH","SSMH-??","1",4.83322916666667
"1179","2022-09-20","SSMH","SSMH-??","1",3.29559027777778
"1180","2022-09-21","SSMH","SSMH-??","1",3.17961805555556
"1181","2022-09-22","SSMH","SSMH-??","1",2.57014285714286
"1182","2022-09-23","SSMH","SSMH-??","1",0.275
"1183","2022-09-24","SSMH","SSMH-??","1",0.51
"1184","2022-09-25","SSMH","SSMH-??","1",-0.437291666666667
"1185","2022-09-26","SSMH","SSMH-??","1",-1.52083333333333
"1186","2022-09-27","SSMH","SSMH-??","1",-1.24583333333333
"1187","2022-09-28","SSMH","SSMH-??","1",-1.63395833333333
"1188","2022-09-29","SSMH","SSMH-??","1",-0.642916666666667
"1189","2022-09-30","SSMH","SSMH-??","1",-0.4325
"1190","2022-10-01","SSMH","SSMH-??","1",-1.92791666666667
"1191","2022-10-02","SSMH","SSMH-??","1",-2.46854166666667
"1192","2022-10-03","SSMH","SSMH-??","1",-3.26229166666667
"1193","2022-10-04","SSMH","SSMH-??","1",-4.48416666666667
"1194","2022-10-05","SSMH","SSMH-??","1",0.739375
"1195","2022-10-06","SSMH","SSMH-??","1",2.15104166666667
"1196","2022-10-07","SSMH","SSMH-??","1",1.74791666666667
"1197","2022-10-08","SSMH","SSMH-??","1",-0.816041666666667
"1198","2022-10-09","SSMH","SSMH-??","1",-2.63125
"1199","2022-10-10","SSMH","SSMH-??","1",-2.66604166666667
"1200","2022-10-11","SSMH","SSMH-??","1",-1.20291666666667
"1201","2022-10-12","SSMH","SSMH-??","1",-2.13854166666667
"1202","2022-10-13","SSMH","SSMH-??","1",-2.12375
"1203","2022-10-14","SSMH","SSMH-??","1",-2.42208333333333
"1204","2022-10-15","SSMH","SSMH-??","1",-7.386875
"1205","2022-10-16","SSMH","SSMH-??","1",-4.26104166666667
"1206","2022-10-17","SSMH","SSMH-??","1",-1.53625
"1207","2022-10-18","SSMH","SSMH-??","1",-3.46
"1208","2022-10-19","SSMH","SSMH-??","1",-3.59854166666667
"1209","2022-10-20","SSMH","SSMH-??","1",-2.18
"1210","2022-10-21","SSMH","SSMH-??","1",-2.624375
"1211","2022-10-22","SSMH","SSMH-??","1",-3.05
"1212","2022-10-23","SSMH","SSMH-??","1",-4.54958333333333
"1213","2022-10-24","SSMH","SSMH-??","1",-6.348125
"1214","2022-10-25","SSMH","SSMH-??","1",-7.61020833333333
"1215","2022-10-26","SSMH","SSMH-??","1",-6.26395833333333
"1216","2022-10-27","SSMH","SSMH-??","1",-5.30770833333333
"1217","2022-10-28","SSMH","SSMH-??","1",-6.52375
"1218","2022-10-29","SSMH","SSMH-??","1",-5.79625
"1219","2022-10-30","SSMH","SSMH-??","1",-5.98520833333333
"1220","2022-10-31","SSMH","SSMH-??","1",-13.5033333333333
"1221","2022-11-01","SSMH","SSMH-??","1",-15.6154166666667
"1222","2022-11-02","SSMH","SSMH-??","1",-13.0677083333333
"1223","2022-11-03","SSMH","SSMH-??","1",-9.67104166666667
"1224","2022-11-04","SSMH","SSMH-??","1",-9.21
"1225","2022-11-05","SSMH","SSMH-??","1",-10.680625
"1226","2022-11-06","SSMH","SSMH-??","1",-15.4564583333333
"1227","2022-11-07","SSMH","SSMH-??","1",-4.05520833333333
"1228","2022-11-08","SSMH","SSMH-??","1",-3.08229166666667
"1229","2022-11-09","SSMH","SSMH-??","1",-3.613125
"1230","2022-11-10","SSMH","SSMH-??","1",-5.29270833333333
"1231","2022-11-11","SSMH","SSMH-??","1",-10.0797916666667
"1232","2022-11-12","SSMH","SSMH-??","1",-12.275
"1233","2022-11-13","SSMH","SSMH-??","1",-6.04083333333333
"1234","2022-11-14","SSMH","SSMH-??","1",-10.244375
"1235","2022-11-15","SSMH","SSMH-??","1",-10.2341666666667
"1236","2022-11-16","SSMH","SSMH-??","1",-4.44020833333333
"1237","2022-11-17","SSMH","SSMH-??","1",-2.03125
"1238","2022-11-18","SSMH","SSMH-??","1",-0.0229166666666667
"1239","2022-11-19","SSMH","SSMH-??","1",-2.58
"1240","2022-11-20","SSMH","SSMH-??","1",-5.60145833333333
"1241","2022-11-21","SSMH","SSMH-??","1",-6.20166666666667
"1242","2022-11-22","SSMH","SSMH-??","1",-9.9025
"1243","2022-11-23","SSMH","SSMH-??","1",-12.6214893617021
"1244","2022-11-24","SSMH","SSMH-??","1",-12.5983333333333
"1245","2022-11-25","SSMH","SSMH-??","1",-12.5602083333333
"1246","2022-11-26","SSMH","SSMH-??","1",-13.7045833333333
"1247","2022-11-27","SSMH","SSMH-??","1",-17.44625
"1248","2022-11-28","SSMH","SSMH-??","1",-24.628125
"1249","2022-11-29","SSMH","SSMH-??","1",-17.63875
"1250","2022-11-30","SSMH","SSMH-??","1",-5.89708333333333
"1251","2022-09-01","TNHA","TNHA-SD","1",3.67145833333333
"1252","2022-09-02","TNHA","TNHA-SD","1",2.99229166666667
"1253","2022-09-03","TNHA","TNHA-SD","1",3.39229166666667
"1254","2022-09-04","TNHA","TNHA-SD","1",4.92479166666667
"1255","2022-09-05","TNHA","TNHA-SD","1",3.31958333333333
"1256","2022-09-06","TNHA","TNHA-SD","1",2.739375
"1257","2022-09-07","TNHA","TNHA-SD","1",4.02916666666667
"1258","2022-09-08","TNHA","TNHA-SD","1",1.51479166666667
"1259","2022-09-09","TNHA","TNHA-SD","1",2.884375
"1260","2022-09-10","TNHA","TNHA-SD","1",1.735625
"1261","2022-09-11","TNHA","TNHA-SD","1",1.53229166666667
"1262","2022-09-12","TNHA","TNHA-SD","1",1.8725
"1263","2022-09-13","TNHA","TNHA-SD","1",1.95229166666667
"1264","2022-09-14","TNHA","TNHA-SD","1",1.37979166666667
"1265","2022-09-15","TNHA","TNHA-SD","1",1.68854166666667
"1266","2022-09-16","TNHA","TNHA-SD","1",1.0075
"1267","2022-09-17","TNHA","TNHA-SD","1",0.932484472049689
"1268","2022-09-18","TNHA","TNHA-SD","1",1.15489583333333
"1269","2022-09-19","TNHA","TNHA-SD","1",5.45871527777778
"1270","2022-09-20","TNHA","TNHA-SD","1",4.02930555555556
"1271","2022-09-21","TNHA","TNHA-SD","1",3.16309027777778
"1272","2022-09-22","TNHA","TNHA-SD","1",2.40882352941176
"1273","2022-09-23","TNHA","TNHA-SD","1",0.33
"1274","2022-09-24","TNHA","TNHA-SD","1",0.481666666666667
"1275","2022-09-25","TNHA","TNHA-SD","1",-0.383333333333333
"1276","2022-09-26","TNHA","TNHA-SD","1",-1.715625
"1277","2022-09-27","TNHA","TNHA-SD","1",-1.381875
"1278","2022-09-28","TNHA","TNHA-SD","1",-1.87770833333333
"1279","2022-09-29","TNHA","TNHA-SD","1",-0.75625
"1280","2022-09-30","TNHA","TNHA-SD","1",-0.453541666666667
"1281","2022-10-01","TNHA","TNHA-SD","1",-1.94520833333333
"1282","2022-10-02","TNHA","TNHA-SD","1",-2.58729166666667
"1283","2022-10-03","TNHA","TNHA-SD","1",-3.53291666666667
"1284","2022-10-04","TNHA","TNHA-SD","1",-4.601875
"1285","2022-10-05","TNHA","TNHA-SD","1",0.768333333333333
"1286","2022-10-06","TNHA","TNHA-SD","1",2.58979166666667
"1287","2022-10-07","TNHA","TNHA-SD","1",2.10833333333333
"1288","2022-10-08","TNHA","TNHA-SD","1",-0.88625
"1289","2022-10-09","TNHA","TNHA-SD","1",-2.788125
"1290","2022-10-10","TNHA","TNHA-SD","1",-2.61604166666667
"1291","2022-10-11","TNHA","TNHA-SD","1",-0.946666666666667
"1292","2022-10-12","TNHA","TNHA-SD","1",-2.00208333333333
"1293","2022-10-13","TNHA","TNHA-SD","1",-2.27229166666667
"1294","2022-10-14","TNHA","TNHA-SD","1",-2.32291666666667
